日付,エンゲージ ビュー,チャンネル登録者,平均再生率（%） (%),追加された動画,公開済みの動画,インプレッション数,インプレッションのクリック率 (%),視聴を継続 (%),ユニーク視聴者数,視聴者あたりの平均視聴回数,新しい視聴者数,リピーター,ライトな視聴者,コアな視聴者,ハイプ,ハイプポイント,登録者増加数,登録者減少数,高評価数,低評価数,高評価率（低評価比） (%),共有数,コメントの追加回数,売上合計 (JPY),注文数,承認済みのコミッション (JPY),保留中のコミッション (JPY),返却された商品 (JPY),YouTube Premium の視聴回数,YouTube Premium 総再生時間（単位: 時間）,再生リストの総再生時間（単位: 時間）,再生リストからの視聴,再生リスト開始あたりの再生回数,ストリーミング時間,設定されているリマインダーの数,チャット メッセージ,リアクション,投稿のインプレッション,投稿の高評価,投稿の高評価率 (%),投稿のチャンネル登録者,投稿の回答,投稿の返信率 (%),リミックス数,リミックス視聴回数,コミュニティ クリップの視聴回数,コミュニティ クリップから発生した総再生時間（単位は時間）,カードのクリック数,カードの表示回数,カード ティーザーの表示回数,カードのティーザーのクリック数,カード表示 1 回あたりのクリック数 (%),カード ティーザー表示 1 回あたりのクリック数 (%),終了画面要素のクリック数,終了画面要素の表示回数,終了画面要素のクリック率 (%),視聴回数,総再生時間（単位: 時間）,平均視聴時間
2025-10-26,2007,0,129.5,,,1788,2.96,26.7,1950,1.0292,1238,712,704,8,0,0,0,0,0,0,,0,0,,,,,,24,0.051,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,39649,27.6908,0:00:20
2024-03-05,2000,0,149.21,0,2,1864,3.59,38.41,1829,1.0935,1283,546,546,0,0,0,1,1,63,10,86.3,0,0,,,,,,32,0.0967,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2000,15.5206,0:00:27
2025-10-10,1993,1,113.77,,,2961,3.51,43.64,1875,1.0629,1163,712,704,8,0,0,1,0,2,1,66.67,0,0,,,,,,9,0.0308,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,34075,26.2595,0:00:18
2025-11-22,1971,0,163.63,,,2403,2.79,30.97,1840,1.0712,1064,776,764,12,0,0,0,0,-1,0,100,0,0,,,,,,11,0.0258,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,25451,27.0262,0:00:26
2024-07-31,1946,0,124.36,,,1395,2.01,55.84,1873,1.039,1185,688,688,0,0,0,0,0,56,-18,147.37,0,0,,,,,,1,0.0016,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1946,12.2537,0:00:22
2024-08-12,1946,1,114.07,,,1638,3.48,38.32,1806,1.0775,1220,586,586,0,0,0,1,0,29,4,87.88,0,0,,,,,,14,0.0729,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1946,9.9182,0:00:18
2024-07-20,1942,1,125.8,,,2149,2.37,29.6,1808,1.0741,1158,650,650,0,0,0,1,0,92,14,86.79,0,0,,,,,,5,0.0311,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1942,12.6956,0:00:23
2024-08-14,1939,0,128.22,,,2046,2.59,15,1814,1.0689,1196,618,618,0,0,0,0,0,57,6,90.48,0,0,,,,,,2,0.0047,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1939,11.3024,0:00:20
2025-04-16,1933,2,127.52,,,2787,3.12,60.66,1860,1.0392,1037,823,817,6,0,0,2,0,43,8,84.31,0,0,,,,,,9,0.0267,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2204,11.1037,0:00:20
2025-05-13,1921,0,99.18,,,2391,5.19,41.93,1691,1.136,1029,662,653,9,0,0,0,0,38,-16,172.73,0,0,,,,,,16,0.0194,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2240,8.6147,0:00:15
2025-03-31,1918,2,124.57,,,5977,2.19,42.55,1813,1.0579,1056,757,751,6,0,0,2,0,41,8,83.67,0,0,,,,,,7,0.0179,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2229,10.4313,0:00:19
2023-11-14,1917,0,109.19,1,1,15,13.33,100,1881,1.0191,1655,226,226,0,0,0,1,1,3,1,75,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1917,8.7221,0:00:16
2024-08-02,1915,-1,115.16,,,1761,2.21,37.5,1730,1.1069,1074,656,656,0,0,0,0,1,50,-2,104.17,0,0,,,,,,3,0.0173,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1915,10.4262,0:00:19
2024-07-25,1912,3,134.62,,,3114,2.22,58.42,1803,1.0605,1146,657,657,0,0,0,5,2,83,28,74.77,0,0,,,,,,2,0.0105,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1912,12.364,0:00:23
2024-11-26,1911,1,97.2,,,2578,2.25,55.87,1804,1.0593,1240,564,564,0,0,0,1,0,2,1,66.67,0,1,,,,,,20,0.0557,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1911,8.8872,0:00:16
2023-12-01,1906,0,226.78,,,2052,3.22,31.76,1746,1.0916,1350,396,396,0,0,0,1,1,65,-3,104.84,0,0,,,,,,19,0.0961,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1906,18.1715,0:00:34
2024-10-04,1905,1,117.65,,,2351,2.93,27.34,1825,1.0438,1197,628,628,0,0,0,1,0,21,-1,105,0,0,,,,,,12,0.0862,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1905,10.2207,0:00:19
2025-09-26,1903,1,112.53,,,2864,2.23,25.11,1808,1.0525,1174,634,627,7,0,0,1,0,4,-3,400,1,0,,,,,,20,0.0451,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2254,9.757,0:00:18
2024-11-15,1901,0,110.02,,,4025,3.48,54.87,1824,1.0422,1190,634,634,0,0,0,0,0,11,-8,366.67,0,1,,,,,,18,0.0806,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1901,9.4774,0:00:17
2024-04-21,1894,0,157.78,,,1381,2.46,25,1706,1.1102,1012,694,694,0,0,0,1,1,26,-10,162.5,0,0,,,,,,5,0.0125,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1894,15.2991,0:00:29
2024-06-02,1893,-1,127.78,,,1199,2.75,51.59,1815,1.043,1069,746,746,0,0,0,0,1,29,2,93.55,0,0,,,,,,1,0.0032,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1893,12.3098,0:00:23
2024-02-15,1882,2,89.41,0,1,1319,2.5,33.23,1767,1.0651,1366,401,401,0,0,0,2,0,36,0,100,0,1,,,,,,108,0.3493,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1882,8.7888,0:00:16
2025-12-01,1879,0,120.29,,,2342,2.09,42.49,1764,1.0652,1049,715,709,6,0,0,1,1,3,-1,150,0,0,,,,,,12,0.0222,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,24701,25.8862,0:00:19
2025-05-26,1870,0,122.79,,,2337,2.87,62.36,1796,1.0412,1068,728,725,3,0,0,0,0,20,3,86.96,0,0,,,,,,26,0.0726,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1959,10.0986,0:00:19
2024-08-13,1869,1,115.12,4,0,3106,1.35,24.58,1734,1.0779,1110,624,624,0,0,0,1,0,39,-5,114.71,0,0,,,,,,11,0.0266,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1869,9.6234,0:00:18
2025-09-27,1867,1,109.77,,,2656,2.71,32.86,1785,1.0459,1108,677,670,7,0,0,1,0,10,2,83.33,0,0,,,,,,8,0.0163,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2141,9.2966,0:00:17
2025-11-17,1856,1,159.18,,,1915,2.25,39.09,1762,1.0533,1045,717,713,4,0,0,1,0,15,1,93.75,0,0,,,,,,6,0.0122,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,27690,25.8581,0:00:25
2024-10-25,1837,0,125.05,,,2101,3.95,43.75,1722,1.0668,1130,592,592,0,0,0,0,0,20,7,74.07,0,1,,,,,,15,0.0576,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1837,10.3739,0:00:20
2024-02-21,1835,0,115.2,0,1,3143,2.26,23.29,1717,1.0687,1119,598,598,0,0,0,0,0,42,-53,-381.82,0,0,,,,,,9,0.0709,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1835,10.1766,0:00:19
2024-12-03,1829,0,110.65,,,3368,2.76,61.28,1702,1.0746,1077,625,625,0,0,0,1,1,9,-1,112.5,1,0,,,,,,14,0.045,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1829,9.4289,0:00:18
2024-08-16,1806,0,133.48,,,1264,2.53,53.28,1738,1.0391,1124,614,614,0,0,0,0,0,31,2,93.94,0,0,,,,,,2,0.0072,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1806,10.8701,0:00:21
2025-11-07,1805,0,133.81,,,3145,2.51,21.09,1652,1.0926,955,697,689,8,0,0,0,0,4,2,66.67,0,0,,,,,,26,0.0518,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,20850,23.7664,0:00:21
2024-03-19,1803,4,80.67,0,2,2445,2.94,24.75,1684,1.0707,1267,417,417,0,0,0,4,0,28,-8,140,1,0,,,,,,86,0.2945,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1803,7.5211,0:00:15
2025-11-01,1794,2,108.93,,,2628,3.08,32.73,1629,1.1013,964,665,653,12,0,0,2,0,2,1,66.67,0,0,,,,,,7,0.0154,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,26035,21.2978,0:00:17
2024-11-06,1793,0,146.64,,,2476,3.11,50.44,1725,1.0394,1221,504,504,0,0,0,0,0,21,3,87.5,0,0,,,,,,6,0.0716,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1793,11.5198,0:00:23
2025-03-16,1789,-1,115.94,,,4413,1.97,57.66,1677,1.0668,1025,652,652,0,0,0,0,1,18,-12,300,0,0,,,,,,4,0.0128,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1789,9.0021,0:00:18
2024-11-05,1779,2,111.12,,,1543,3.31,52.94,1719,1.0349,1198,521,521,0,0,0,2,0,39,17,69.64,0,0,,,,,,11,0.056,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1779,8.737,0:00:17
2024-04-09,1775,2,130.01,,,3355,4.29,49.72,1575,1.127,891,684,684,0,0,0,2,0,26,3,89.66,0,0,,,,,,10,0.0326,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1775,11.8594,0:00:24
2024-11-30,1763,0,95.56,,,5068,2.6,49.92,1568,1.1244,978,590,590,0,0,0,0,0,8,4,66.67,0,0,,,,,,19,0.0895,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1763,7.8175,0:00:15
2024-10-29,1749,0,116.86,,,1712,2.86,56.86,1674,1.0448,1129,545,545,0,0,0,0,0,17,9,65.38,0,0,,,,,,8,0.0258,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1749,9.0463,0:00:18
2024-03-10,1747,0,119.1,,,2351,2.64,25.87,1622,1.0771,978,644,644,0,0,0,0,0,42,-17,168,0,0,,,,,,11,0.1017,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1747,10.4181,0:00:21
2024-01-18,1733,3,82.6,2,2,731,3.56,35.01,1617,1.0717,1312,305,305,0,0,0,4,1,17,3,85,0,0,,,,,,105,0.4589,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1733,7.4537,0:00:15
2024-03-30,1731,-1,138.42,,,4012,1.47,39.27,1628,1.0633,956,672,672,0,0,0,1,2,68,18,79.07,0,0,,,,,,15,0.0613,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1731,11.8591,0:00:24
2025-04-24,1729,0,116.73,,,2157,2.83,81.93,1660,1.0416,1064,596,588,8,0,0,0,0,46,11,80.7,0,0,,,,,,25,0.0671,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2185,9.0038,0:00:18
2024-03-06,1727,0,117.22,0,1,2369,2.7,37.66,1623,1.0641,1064,559,559,0,0,0,2,2,43,0,100,0,0,,,,,,17,0.0552,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1727,10.1388,0:00:21
2023-11-03,1724,0,217.26,,,14,0,,1708,1.0094,1689,19,19,0,0,0,0,0,53,-4,108.16,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1724,15.6064,0:00:32
2025-09-16,1724,0,105.02,,,1376,3.71,61.81,1629,1.0583,1020,609,603,6,0,0,0,0,2,0,100,1,0,,,,,,2,0.005,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1777,8.2836,0:00:17
2024-11-09,1718,-1,118.02,,,2666,3.68,51.55,1621,1.0598,1087,534,534,0,0,0,0,1,5,4,55.56,0,0,,,,,,13,0.0458,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1718,9.0304,0:00:18
2024-10-11,1710,1,116.16,,,2448,3.27,51.13,1649,1.037,1188,461,461,0,0,0,1,0,19,10,65.52,0,0,,,,,,5,0.0433,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1710,8.6212,0:00:18
2024-08-03,1709,-1,160.86,,,2405,1.79,33.05,1603,1.0661,931,672,672,0,0,0,1,2,36,10,78.26,0,0,,,,,,9,0.0319,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1709,12.6723,0:00:26
2024-09-18,1706,1,150.36,,,1131,2.3,50,1657,1.0296,1153,504,504,0,0,0,1,0,71,12,85.54,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1706,12.994,0:00:27
2024-08-01,1705,0,118.19,,,1915,2.19,30.31,1610,1.059,1007,603,603,0,0,0,0,0,59,-4,107.27,0,1,,,,,,4,0.0273,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1705,10.0802,0:00:21
2024-07-12,1700,-1,130.86,,,1966,2.8,40.61,1593,1.0672,1005,588,588,0,0,0,0,1,41,19,68.33,0,0,,,,,,10,0.112,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1700,10.3339,0:00:21
2025-08-30,1690,1,176.06,,,1769,2.6,56.6,1545,1.0939,926,619,615,4,0,0,1,0,7,2,77.78,1,0,,,,,,11,0.0266,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1766,13.4075,0:00:28
2024-09-07,1688,0,120.48,,,1926,2.02,39.05,1597,1.057,1125,472,472,0,0,0,0,0,33,-1,103.13,0,0,,,,,,4,0.0117,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1688,8.8118,0:00:18
2025-10-28,1682,0,121.59,,,1936,2.53,15.06,1573,1.0693,1012,561,551,10,0,0,0,0,0,1,0,0,0,,,,,,19,0.0133,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,26870,23.182,0:00:19
2024-02-02,1676,0,125.47,,,1258,3.1,40.55,1572,1.0662,963,609,609,0,0,0,0,0,19,2,90.48,0,0,,,,,,10,0.0385,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1676,9.6582,0:00:20
2024-04-12,1674,0,95.76,,,2568,4.48,60.77,1485,1.1273,756,729,729,0,0,0,1,1,21,3,87.5,0,0,,,,,,7,0.0159,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1674,8.1023,0:00:17
2025-02-26,1672,2,99.33,,,1887,3.23,29.61,1570,1.065,1023,547,547,0,0,0,2,0,13,4,76.47,0,0,,,,,,8,0.0255,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1672,7.4035,0:00:15
2023-11-19,1667,0,191.62,3,0,595,2.69,34.6,1601,1.0412,1429,172,172,0,0,0,0,0,57,16,78.08,0,0,,,,,,23,0.0804,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1667,13.3693,0:00:28
2024-10-05,1667,0,108.92,,,2777,2.38,48.17,1599,1.0425,1153,446,446,0,0,0,0,0,21,9,70,0,0,,,,,,5,0.0384,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1667,8.2751,0:00:17
2025-11-30,1664,1,118.08,,,2248,2.14,28.6,1564,1.0639,918,646,638,8,0,0,1,0,5,-1,125,0,0,,,,,,30,0.0939,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,22337,21.3374,0:00:18
2025-11-05,1661,0,105.04,,,3283,1.71,13.02,1514,1.0971,955,559,549,10,0,0,0,0,7,-1,116.67,0,0,,,,,,8,0.01,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,20244,20.5859,0:00:17
2024-03-31,1647,-1,110.88,,,2409,2.12,45.54,1535,1.073,915,620,620,0,0,0,1,2,43,6,87.76,0,0,,,,,,6,0.0196,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1647,9.3471,0:00:20
2024-11-02,1643,1,110.36,,,2576,2.14,37.65,1579,1.0405,1045,534,534,0,0,0,1,0,16,-3,123.08,0,0,,,,,,8,0.0342,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1643,7.839,0:00:17
2024-07-06,1632,2,119.32,,,2775,2.49,36.1,1506,1.0837,872,634,634,0,0,0,2,0,41,9,82,0,0,,,,,,7,0.0295,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1632,9.3745,0:00:20
2024-06-15,1621,0,145.68,,,2259,2.08,32.41,1449,1.1187,890,559,559,0,0,0,0,0,28,7,80,0,0,,,,,,5,0.0192,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1621,11.01,0:00:24
2024-12-04,1614,3,113.94,,,2613,3.06,43.78,1503,1.0739,978,525,525,0,0,0,3,0,33,10,76.74,0,0,,,,,,6,0.0179,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1614,8.0899,0:00:18
2025-10-24,1611,0,121.3,,,3219,2.67,22.45,1490,1.0812,911,579,572,7,0,0,0,0,24,1,96,0,0,,,,,,10,0.029,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,24151,20.9259,0:00:19
2024-03-01,1603,0,145.48,,,2599,2.73,19.47,1368,1.1718,836,532,532,0,0,0,0,0,49,-19,163.33,0,0,,,,,,4,0.0178,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1603,11.6828,0:00:26
2024-05-27,1602,-2,195.47,,,1382,4.05,55.28,1500,1.068,942,558,558,0,0,0,0,2,45,10,81.82,0,0,,,,,,7,0.0741,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1602,16.1694,0:00:36
2024-11-14,1597,1,111.37,,,3317,3.53,41.65,1485,1.0754,1021,464,464,0,0,0,1,0,25,-3,113.64,0,0,,,,,,12,0.054,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1597,8.0474,0:00:18
2025-05-01,1596,-1,135.57,,,2728,3.48,78.9,1494,1.0683,890,604,598,6,0,0,0,1,27,-3,112.5,0,0,,,,,,10,0.0174,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,2150,9.7959,0:00:21
2024-10-12,1591,0,107.09,,,2860,2.24,41.67,1522,1.0453,1008,514,514,0,0,0,0,0,16,-3,123.08,0,0,,,,,,9,0.0404,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1591,7.6156,0:00:17
2025-11-18,1585,0,121.44,,,2402,2.79,41.75,1443,1.0984,834,609,603,6,0,0,1,1,3,0,100,0,0,,,,,,5,0.0084,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,21671,19.7662,0:00:19
2024-03-12,1578,0,94.54,0,1,1733,4.15,36.23,1451,1.0875,1018,433,433,0,0,0,3,3,20,-14,333.33,0,0,,,,,,28,0.0773,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1578,7.1319,0:00:16
2024-05-03,1559,0,131.53,,,2297,1.57,16.93,1446,1.0781,827,619,619,0,0,0,0,0,39,8,82.98,0,0,,,,,,3,0.0081,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1559,9.5538,0:00:22
2025-04-15,1559,1,122.29,,,2500,3.64,57.68,1490,1.0463,915,575,569,6,0,0,1,0,32,5,86.49,0,0,,,,,,26,0.0522,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1868,8.6708,0:00:19
2025-02-09,1527,1,122.84,,,1305,3.45,57.03,1467,1.0409,962,505,505,0,0,0,1,0,14,1,93.33,0,0,,,,,,6,0.0189,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1527,8.1508,0:00:19
2025-11-11,1526,1,117.41,,,2674,2.51,34.62,1381,1.105,871,510,506,4,0,0,1,0,1,2,33.33,0,0,,,,,,18,0.0436,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19430,18.6702,0:00:19
2024-05-28,1509,0,122.03,,,1713,3.21,53.71,1429,1.056,888,541,541,0,0,0,0,0,47,2,95.92,0,0,,,,,,6,0.031,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1509,9.4837,0:00:22
2025-05-08,1501,0,113.35,,,3240,2.87,38.14,1378,1.0893,868,510,496,14,0,0,0,0,42,-2,105,1,0,,,,,,14,0.0278,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1716,7.8472,0:00:18
2024-06-16,1494,1,116.26,,,1653,2.24,19.56,1351,1.1058,838,513,513,0,0,0,2,1,27,-1,103.85,0,0,,,,,,12,0.08,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1494,8.0245,0:00:19
2024-06-22,1494,1,112.92,,,2102,3.28,42.22,1368,1.0921,803,565,565,0,0,0,1,0,25,6,80.65,0,0,,,,,,6,0.0202,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1494,8.2056,0:00:19
2025-11-12,1486,0,132.05,,,1631,3.19,51.5,1411,1.0532,864,547,540,7,0,0,0,0,4,1,80,0,0,,,,,,13,0.0245,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19312,19.7158,0:00:21
2025-10-05,1485,1,140.21,,,1850,2.32,36.16,1401,1.06,911,490,484,6,0,0,1,0,6,-1,120,0,0,,,,,,12,0.042,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,31086,23.166,0:00:22
2025-11-23,1480,0,110.66,,,3193,2.47,18.09,1365,1.0842,799,566,558,8,0,0,0,0,3,2,60,1,0,,,,,,24,0.0507,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,20366,17.8412,0:00:18
2024-11-07,1479,-2,120.64,,,2246,2.8,58.02,1393,1.0617,948,445,445,0,0,0,0,2,21,8,72.41,0,0,,,,,,4,0.0162,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1479,8.0083,0:00:19
2024-09-28,1471,-1,126.28,,,1901,1.89,61.64,1397,1.053,955,442,442,0,0,0,0,1,26,1,96.3,1,0,,,,,,2,0.0092,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1471,8.1072,0:00:19
2025-11-20,1463,2,110.77,,,2231,2.47,25.32,1360,1.0757,799,561,550,11,0,0,2,0,-3,-2,60,0,0,,,,,,3,0.0078,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19689,17.9863,0:00:18
2024-03-02,1456,0,111.34,,,1555,3.6,47.71,1357,1.073,836,521,521,0,0,0,0,0,39,-6,118.18,0,0,,,,,,8,0.0164,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1456,7.6348,0:00:18
2024-10-01,1452,1,122.26,,,1354,3.03,68,1423,1.0204,1024,399,399,0,0,0,1,0,20,7,74.07,0,0,,,,,,2,0.0064,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1452,8.9606,0:00:22
2025-11-19,1452,0,121.97,,,2096,2.81,36.66,1344,1.0804,791,553,542,11,0,0,0,0,4,3,57.14,0,0,,,,,,22,0.0334,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19352,18.4493,0:00:19
2025-09-01,1451,0,122.83,,,1130,2.04,59.38,1362,1.0653,789,573,569,4,0,0,0,0,8,0,100,0,0,,,,,,4,0.0039,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1482,7.9871,0:00:19
2024-02-08,1446,0,118.89,13,1,1469,1.97,28.53,1394,1.0373,1047,347,347,0,0,0,0,0,29,-7,131.82,0,0,,,,,,74,0.2562,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1446,8.6894,0:00:21
2024-07-24,1439,0,112.57,,,1107,3.61,45.6,1395,1.0315,907,488,488,0,0,0,0,0,39,6,86.67,0,0,,,,,,6,0.0219,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1439,8.1657,0:00:20
2024-07-14,1435,0,147.11,,,2032,2.41,24.74,1338,1.0725,774,564,564,0,0,0,0,0,41,-45,-1025,0,0,,,,,,11,0.0398,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1435,10.0497,0:00:25
2024-02-18,1432,-1,105.4,,,2552,1.45,24.6,1314,1.0898,845,469,469,0,0,0,0,1,25,-96,-35.21,0,0,,,,,,4,0.0077,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1432,7.2622,0:00:18
2024-09-16,1431,0,132.76,,,2611,1.57,40.26,1358,1.0538,902,456,456,0,0,0,0,0,42,21,66.67,0,0,,,,,,4,0.029,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1431,8.4317,0:00:21
2024-11-23,1430,0,100.41,,,4504,2.24,53.78,1291,1.1077,854,437,437,0,0,0,0,0,69,5,93.24,0,0,,,,,,19,0.0714,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1430,6.5848,0:00:16
2024-09-24,1427,0,132.5,,,968,2.89,32.62,1386,1.0296,1070,316,316,0,0,0,1,1,18,4,81.82,0,0,,,,,,3,0.0098,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1427,8.6664,0:00:21
2024-03-07,1426,-1,149.76,1,2,3899,2.62,28.81,1227,1.1622,804,423,423,0,0,0,0,1,47,7,87.04,0,0,,,,,,10,0.0333,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1426,10.7172,0:00:27
2024-07-27,1424,0,273.38,,,1656,3.2,47.92,1334,1.0675,825,509,509,0,0,0,0,0,40,6,86.96,0,0,,,,,,2,0.0099,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1424,18.8168,0:00:47
2025-11-27,1420,1,144.38,,,2781,3.09,45.95,1317,1.0782,783,534,527,7,0,0,1,0,3,0,100,0,0,,,,,,15,0.034,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,16588,19.4234,0:00:23
2024-10-02,1408,0,143.2,,,1298,2.93,46.25,1397,1.0079,952,445,445,0,0,0,0,0,32,5,86.49,0,0,,,,,,9,0.0373,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1408,9.4598,0:00:24
