id,song_name,artist_name,video_id,video_title,view_count,like_count,comment_count,support_rate,engagement_rate,published_at,release_date,tags,difficulty,release_status
10014571,アシンメトリー,なにわ男子,5YI0KW4k6U8,なにわ男子 - アシンメトリー [Official Music Video YouTube ver.],3834752,54509,28081,1.42,2.15,2025-08-11T12:00:07Z,2025/10/25,"[""ポップス""]",かんたん：1むずかしい：6げきむず：0,リリース
10014736,プロポーズ,なとり,VDdLF1YubI0,natori - Propose,46051207,484010,6105,1.05,1.06,2025-06-06T11:00:26Z,2025/10/18,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014669,超特急逃走中,=LOVE,d20dEAtbL08,＝LOVE（イコールラブ）/ 18th Single c/w『超特急逃走中』【MV full】,8518590,66486,3118,0.78,0.82,2025-02-27T12:00:51Z,2025/10/12,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014242,Bring it on,ROF-MAO,8xZREULMjVM,ROF-MAO - Bring it on,24612823,0,6222,0.0,0.03,2024-07-24T13:00:07Z,2025/10/11,"[""ポップス""]",かんたん：3むずかしい：7げきむず：0,リリース
10014537,Blue Jeans,HANA,r_AOa3yVz8A,HANA / Blue Jeans -Music Video-,30932564,384258,28481,1.24,1.33,2025-07-14T12:00:06Z,2025/10/04,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10014409,キミとルララ,キュアアイドル(CV：松岡美里)&キュアウインク(CV：髙橋ミナミ)&キュアキュンキュン(CV：高森奈津美)&キュアズキューン(CV：南條愛乃)&キュアキッス(CV：花井美春）,9w39VDmFivg,「キミとアイドルプリキュア♪」キュアズキューン＆キュアキッス ステージシーン,1522072,20412,0,1.34,1.34,2025-06-01T00:00:09Z,2025/09/27,"[""アニメ"", ""キッズ""]",かんたん：1むずかしい：5げきむず：0,リリース
10014411,ノンフィクションズ,Da-iCE,6Moq0q8R5Vw,Da-iCE /「ノンフィクションズ」Music Video,4365770,35284,2497,0.81,0.87,2025-08-04T09:00:08Z,2025/09/20,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014240,夢中,BE:FIRST,TpuNjlGbs6o,BE:FIRST / 夢中 -Recording Video- (フジテレビ木曜劇場『波うららかに、めおと日和』主題歌),18334619,119963,16158,0.65,0.74,2025-05-01T14:00:41Z,2025/09/13,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10011142,Ｗ,Snow Man,_QnW6gWUDUU,Snow Man「W」Music Video YouTube Ver.,44592566,0,21875,0.0,0.05,2023-03-01T12:00:11Z,2024/02/19,"[""ポップス""]",かんたん：3むずかしい：6げきむず：0,リリース
10013712,愛♡スクリ～ム!,AiScReam,8Yy7Jzle338,AiScReam『愛♡スクリ～ム！』Music Video,4207430,152949,6421,3.64,3.79,2025-08-31T10:00:06Z,2025/05/17,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10014244,STAR to STPR,STPR Creators,AJeElzV6Bbo,【MV】STAR to STPR ／ STPR Creators,3553886,62386,12971,1.76,2.12,2025-03-31T07:50:06Z,2025/08/30,"[""ポップス""]",かんたん：1むずかしい：7げきむず：0,リリース
10014505,WINNER！ゴジュウジャー！,Wienners,VaPUPgH1-zM,Wienners - WINNER！ゴジュウジャー！＜『ナンバーワン戦隊ゴジュウジャー』オープニング・テーマ＞ [Official Audio],2596252,11929,515,0.46,0.48,2025-03-19T14:41:45Z,2025/08/31,"[""キッズ""]",かんたん：2むずかしい：6げきむず：0,リリース
10014075,どきどきキュン！で大暴走♡,いずれ菖蒲か杜若,9P3kxfons2E,【MV】どきどきキュン!で大暴走♡ / いずれ菖蒲か杜若,9049886,116132,1999,1.28,1.31,2024-12-24T12:00:06Z,2025/08/23,"[""ポップス""]",かんたん：3むずかしい：7げきむず：0,リリース
10014405,こたえあわせ,てれび戦士,IlQb3TyDTaQ,Kotaeawase,821449,10536,0,1.28,1.28,2025-05-13T10:03:26Z,2025/08/24,"[""キッズ""]",かんたん：2むずかしい：5げきむず：0,リリース
10014372,StaRt,Mrs. GREEN APPLE,OTUtF7ZxRN8,Mrs. GREEN APPLE - StaRt,90008565,554980,20476,0.62,0.64,2015-07-07T15:00:00Z,2025/09/06,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014410,Carrying Happiness,Mrs. GREEN APPLE,YFk3oSwbXOY,Carrying Happiness,13185217,96776,2692,0.73,0.75,2025-07-18T15:01:06Z,2025/08/10,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014374,T氏の話を信じるな,ピノキオピー,Jtm6ikBIl0g,ピノキオピー - T氏の話を信じるな feat. 初音ミク・重音テト / Don’t Believe in T,17265072,251819,9282,1.46,1.51,2025-06-27T10:00:40Z,2025/08/17,"[""ボカロ""]",かんたん：3むずかしい：6げきむず：9,リリース
10014373,ギラギラサマー,なにわ男子,LJOfZ-7FumQ,なにわ男子 - ギラギラサマー [Official Music Video],6331430,80123,16994,1.27,1.53,2025-06-01T13:00:07Z,2025/08/16,"[""ポップス""]",かんたん：3むずかしい：6げきむず：0,リリース
10013714,ダイダイダイダイダイキライ,雨良 Amala,klIxS5o65C4,ダイダイダイダイダイキライ - 初音ミク VS 重音テト  (Daidaidaidaidaikirai - HatsuneMiku VS KasaneTeto),42333381,506018,10373,1.2,1.22,2025-03-15T10:00:06Z,2025/07/05,"[""ボカロ""]",かんたん：1むずかしい：6げきむず：8,リリース
10014273,ハッピーラッキーチャッピー,ano,s7FgdaGOw9s,ano「ハッピーラッキーチャッピー 」× アニメ『タコピーの原罪』Collaboration Music Video,9491852,139832,3492,1.47,1.51,2025-07-19T09:00:06Z,2025/08/09,"[""アニメ""]",かんたん：2むずかしい：5げきむず：0,リリース
20010016,ブラザービート,Snow Man,LZW4zUmE0qY,Snow Man「ブラザービート」Music Video,117665245,0,86115,0.0,0.07,2022-03-02T12:00:30Z,2023/12/29,"[""ポップス""]",かんたん：3むずかしい：6げきむず：8,リリース
10013812,コドモオトナヒーロー,原宿ヒーローズ,rTOraeetj9w,【MV】コドモオトナヒーロー/しなこ・竹ぱら・リアピ(原宿ヒーローズ),14067665,41792,3541,0.3,0.32,2025-04-04T09:00:07Z,2025/08/02,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10014142,明日の私に幸あれ,ナナヲアカリ,Z2icQoPrX9M,明日の私に幸あれ / ナナヲアカリ,18840749,237549,4949,1.26,1.29,2025-01-24T12:00:07Z,2025/07/26,"[""アニメ""]",かんたん：1むずかしい：5げきむず：0,リリース
10014141,超最強,超ときめき♡宣伝部,Yeahpo-0Ub4,超ときめき♡宣伝部 /「超最強」Music Video,12939932,96806,5623,0.75,0.79,2025-06-20T12:00:19Z,2025/07/19,"[""ポップス""]",かんたん：1むずかしい：6げきむず：0,リリース
10014174,お返事まだカナ？おじさん構文！,吉本おじさん,8E8aWeY-pAc,お返事まだカナ💦❓おじさん構文😁❗️ / 雨衣,34146955,432932,13436,1.27,1.31,2025-05-31T09:00:24Z,2025/07/12,"[""ポップス""]",かんたん：3むずかしい：7げきむず：0,リリース
10014010,breakfast,Mrs. GREEN APPLE,-zsYJTSw_V0,Mrs. GREEN APPLE「breakfast」Official Music Video,34180505,254435,14617,0.74,0.79,2025-06-04T12:00:07Z,2025/06/28,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013844,テレパシ feat. 初音ミク,DECO*27,c56TpxfO9q0,DECO*27 - テレパシ feat. 初音ミク,40199953,512148,10928,1.27,1.3,2025-02-21T10:00:46Z,2025/06/21,"[""ボカロ""]",かんたん：2むずかしい：6げきむず：8,リリース
