id,song_name,artist_name,video_id,video_title,view_count,like_count,comment_count,support_rate,engagement_rate,published_at,release_date,tags,difficulty,release_status
10013554,虹,AMPTAKxCOLORS,rpkjjVNUO4Y,【MV】虹／AMPTAKxCOLORS【アンプタック】,1347503,42610,2838,3.16,3.37,2024-08-04T15:08:22Z,2025/06/07,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013681,おくすり,『ユイカ』,-qSqMSsJ4AE,おくすり / 『ユイカ』【MV】,2959010,37964,1453,1.28,1.33,2025-02-05T12:00:07Z,2025/05/31,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013582,Trio Dreams,キュアアイドル(CV：松岡美里)＆キュアウインク(CV：髙橋ミナミ)＆キュアキュンキュン(CV：高森奈津美),9PXNMf7LJKE,「キミとアイドルプリキュア♪」エンディング主題歌「Trio Dreams」(ノンテロップver),3533058,23975,0,0.68,0.68,2025-02-23T00:00:06Z,2025/05/24,"[""アニメ"", ""キッズ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013680,クスシキ,Mrs. GREEN APPLE,RCaTLn4qoz4,Mrs. GREEN APPLE「クスシキ」Official Music Video,69980100,435865,28711,0.62,0.66,2025-04-05T12:00:07Z,2025/05/03,"[""ポップス""]",かんたん：1むずかしい：6げきむず：0,リリース
10013484,BOUQUET,MISAMO,lD-GY7WiTd4,Bouquet,3861971,41673,0,1.08,1.08,2023-01-24T15:02:48Z,2025/02/21,"[""ポップス""]",かんたん：2むずかしい：0げきむず：0,開発中
10013679,Doki it,なにわ男子,Oh7Sin6hTpc,なにわ男子 – Doki it [Official Music Video],5516126,69662,17909,1.26,1.59,2025-02-02T10:28:07Z,2025/05/10,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013316,ビターバカンス,Mrs. GREEN APPLE,-6YeAmmRdoA,Mrs. GREEN APPLE「ビターバカンス」Official Music Video,49841772,286789,12516,0.58,0.6,2024-11-29T12:00:07Z,2025/02/11,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013547,倍倍FIGHT！,CANDY TUNE,9HKbo1FstOE,【MV】CANDY TUNE「倍倍FIGHT!」,31467363,196358,11015,0.62,0.66,2025-03-08T12:00:07Z,2025/04/26,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013581,キミとアイドルプリキュア♪ Light Up!,石井あみ・熊田茜音・吉武千颯,a2OEqn586AU,キミとアイドルプリキュア♪ Light Up！,969257,5457,0,0.56,0.56,2025-04-25T10:02:43Z,2025/04/19,"[""アニメ"", ""キッズ""]",かんたん：2むずかしい：5げきむず：0,リリース
10013516,僕らしさ,『ユイカ』,cXaU8gAbCRY,僕らしさ / 『ユイカ』【MV】,1698079,28884,648,1.7,1.74,2024-10-09T12:00:06Z,2025/04/12,"[""アニメ""]",かんたん：1むずかしい：6げきむず：0,リリース
10011798,キス・ミー・パティシエ,CANDY TUNE,M8HGJfeq364,【MV】CANDY TUNE『キス・ミー・パティシエ』,14313681,100445,4071,0.7,0.73,2024-08-07T13:00:07Z,2024/08/25,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013450,Sad Song,ちゃんみな,LoyA7GvfOwA,Sad Song,9777615,64457,319,0.66,0.66,2025-01-10T10:38:12Z,2025/04/05,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013548,イイじゃん,M!LK,GW-XMhRQDFI,M!LK - イイじゃん(Official Music Video),24617756,160768,21428,0.65,0.74,2025-03-04T12:00:06Z,2025/04/04,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013549,かがみ,FRUITS ZIPPER,IU3AvcU4mjs,【MV】FRUITS ZIPPER「かがみ」,15017883,120119,7338,0.8,0.85,2025-01-31T11:00:06Z,2025/04/03,"[""ポップス""]",かんたん：1むずかしい：6げきむず：0,リリース
20010221,インドア系ならトラックメイカー,Yunomi,114yuwqcQhM,インドア系ならトラックメイカー,14002238,155788,1092,1.11,1.12,2018-10-07T15:21:16Z,2025/04/01,"[""ポップス""]",かんたん：3むずかしい：6げきむず：0,リリース
20010036,POKÉDANCE,ななひら,Wkrs11bLvpo,【公式】Pokémon Day記念！歴代のパートナーのポケモンたちが踊り出す “POKÉDANCE” アニメーションMV,66073400,0,0,0.0,0.0,2024-02-27T05:30:11Z,2024/05/18,"[""アニメ"", ""キッズ""]",かんたん：2むずかしい：6げきむず：0,開発中
10013481,ダンスロボットダンス,ナユタン星人,g7dvpD_zlIM,ナユタン星人 - ダンスロボットダンス (ft.初音ミク) OFFICIAL MUSIC VIDEO,11691071,130792,2528,1.12,1.14,2020-02-09T09:00:10Z,2025/03/31,"[""ボカロ""]",かんたん：2むずかしい：6げきむず：0,リリース
10010524,アイネクライネ,米津玄師,-EKxzId_Sj4,"米津玄師  - アイネクライネ , Kenshi Yonezu - Eine Kleine",367475063,1350246,62766,0.37,0.38,2014-03-31T15:00:19Z,2025/04/02,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
20010026,GOAT,Number_i,dcGu-yn06c4,Number_i - GOAT (Official Music Video),113284446,385904,434176,0.34,0.72,2023-12-31T14:58:09Z,2025/03/28,"[""ポップス""]",かんたん：2むずかしい：6げきむず：8,リリース
10010936,ブリキノダンス,日向電工,6EuR6FuOXXw,【日向電工】「ブリキノダンス」MV,1373274,26305,425,1.92,1.95,2023-12-06T01:10:54Z,2025/04/06,"[""ボカロ""]",かんたん：2むずかしい：6げきむず：9,リリース
10013483,NG,ちゃんみな,SCNlEuz9-eg,ちゃんみな - NG (Official Music Video)  -,23771850,353567,5341,1.49,1.51,2024-08-27T11:00:27Z,2025/03/30,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
20010189,長く短い祭,椎名 林檎,3LVAmMxICoA,椎名林檎 - 長く短い祭,94090419,534102,13499,0.57,0.58,2015-08-05T01:00:00Z,2025/03/26,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013352,雨トキメキ恋模様,いろはにほへっと あやふぶみ,td0eO78wxSI,【MV】雨トキメキ恋模様 / いろはにほへっと あやふぶみ,2246798,52071,1724,2.32,2.39,2025-01-10T11:00:06Z,2025/03/29,"[""アニメ""]",かんたん：3むずかしい：6げきむず：0,リリース
10013283,イルミネーション,B’z,tFc6y7Dk66E,B&#39;z / イルミネーション,3945222,43701,2864,1.11,1.18,2024-11-17T03:00:06Z,2025/03/27,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013518,気まぐれロマンティック,いきものがかり,5XCSt_0lwOE,いきものがかり 『気まぐれロマンティック』Music Video,26670032,214855,7174,0.81,0.83,2020-08-21T03:00:01Z,2025/03/25,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013482,ラストノート,Omoinotake,s5nnCiI78FI,Omoinotake | ラストノート 【Official Music Video】,1796434,9361,271,0.52,0.54,2024-11-30T12:00:06Z,2025/03/24,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10010488,LOSER,米津玄師,Dx_fKPBPYUI,"米津玄師 - LOSER , Kenshi Yonezu",357462048,1414671,67174,0.4,0.41,2016-09-15T09:59:06Z,2024/08/31,"[""ポップス""]",かんたん：3むずかしい：6げきむず：8,リリース
10013288,えびぞりターン!,フォーエイト48,lhjSMaV18Is,【MV】フォーエイト48 – えびぞりターン！（Official Music Video）,641627,9174,474,1.43,1.5,2024-10-08T10:00:06Z,2025/03/21,"[""アニメ""]",かんたん：2むずかしい：7げきむず：0,リリース
10013353,PEACE,STPR Creators,N5doTwG9ovA,【MV】PEACE ／ STPR Creators,7131614,108736,9397,1.52,1.66,2023-08-31T12:30:26Z,2025/03/20,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013451,アポリア,ヨルシカ,fhTFysCtF6g,ヨルシカ - アポリア（OFFICIAL VIDEO）,16421986,146227,3107,0.89,0.91,2024-10-08T09:00:41Z,2025/03/18,"[""アニメ""]",かんたん：3むずかしい：6げきむず：0,リリース
10013250,プレゼント,マルシィ,2JEM71-lBc4,マルシィ – プレゼント（Official Music Video）,4639714,27677,605,0.6,0.61,2024-09-25T12:00:22Z,2025/03/17,"[""ポップス""]",かんたん：1むずかしい：6げきむず：0,リリース
10013287,こっち向いてほい,asmi,JYgWfE10Pt0,こっち向いてほい - asmi (Official Music Video),614675,10852,175,1.77,1.79,2024-11-26T13:00:07Z,2025/03/14,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013448,PLAZMA,米津 玄師,fp3F6TqBsAU,米津玄師  Kenshi Yonezu - Plazma,35381118,278391,11889,0.79,0.82,2025-01-21T11:00:15Z,2025/03/13,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013417,DOWN TOWN SWING,AMPTAKxCOLORS,hjtYICw0PFA,【MV】DOWN TOWN SWING ／AMPTAKxCOLORS【アンプタック】,3007612,34854,3320,1.16,1.27,2024-06-23T14:44:11Z,2025/03/11,"[""ポップス""]",かんたん：3むずかしい：6げきむず：0,リリース
10013418,走れSAKAMOTO,Vaundy,jbgG5tzgP9k,走れSAKAMOTO / Vaundy：MUSIC VIDEO,7509314,44507,794,0.59,0.6,2025-02-16T11:00:06Z,2025/03/10,"[""アニメ""]",かんたん：2むずかしい：5げきむず：0,リリース
10010963,私以外私じゃないの,ゲスの極み乙女。,Ae6gQmhaMn4,ゲスの極み乙女「私以外私じゃないの」,110823642,428841,30376,0.39,0.41,2015-04-08T02:59:05Z,2023/01/27,"[""ポップス""]",かんたん：0むずかしい：0げきむず：0,開発中
10013382,のだ,大漠波新,vY8iwpN3GXQ,のだ / ずんだもん・初音ミク・重音テト,27894289,321361,12158,1.15,1.2,2023-11-06T09:00:11Z,2025/03/09,"[""ボカロ""]",かんたん：3むずかしい：6げきむず：9,リリース
10013290,桜日和とタイムマシン with 初音ミク,Ado,Vrr2gFTYMGQ,【LIVE映像】桜日和とタイムマシン with 初音ミク 国立競技場 2024.4.28【Ado】,3757440,99839,2412,2.66,2.72,2024-10-25T11:00:06Z,2025/03/23,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013350,Lie ライ Lie ライ,MYERA,TUY3F-59ctw,MYERA “Lie ライ Lie ライ” Official MusicVideo,3220835,0,2237,0.0,0.07,2024-12-31T15:00:06Z,2025/01/24,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013349,百花繚乱,幾田りら,3Fz17pPuI4k,幾田りら「百花繚乱」 Official Music Video,11557574,144850,1963,1.25,1.27,2025-03-07T13:00:07Z,2025/03/15,"[""アニメ""]",かんたん：2むずかしい：5げきむず：0,リリース
10013285,AlwayS,NiziU,m5p0jftyKXI,NiziU - AlwayS with Motoki Ohmori (from Mrs. GREEN APPLE) / THE FIRST TAKE,14176013,212178,13253,1.5,1.59,2025-01-22T13:00:07Z,2025/03/19,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013188,うわーーー！！！！！！,AMPTAKxCOLORS,XXXvtvj0MfQ,【MV】うわーーー！！！！！！／AMPTAKxCOLORS【アンプタック】,2584139,40019,3095,1.55,1.67,2024-10-06T14:54:06Z,2025/03/16,"[""ポップス""]",かんたん：4むずかしい：6げきむず：0,リリース
10012662,GO!GO!細胞フェスタ,赤血球(CV:花澤香菜)・白血球(CV:前野智昭) 他,spGg6e2GUR4,GO!GO!細胞フェスタ,334337,2046,0,0.61,0.61,2021-07-09T15:09:56Z,2025/03/12,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013220,ピッカーン!,Giga & TeddyLoid meets 松田莉奈&森田ひかる,eANBF5s-ebY,「ピッカーン！」Giga &amp; TeddyLoid meets 松田里奈 &amp; 森田ひかる (櫻坂46)【テレビアニメ「ポケットモンスター」エンディングテーマ】,4220214,73123,1438,1.73,1.77,2024-11-08T10:30:06Z,2025/03/08,"[""アニメ""]",かんたん：1むずかしい：5げきむず：0,リリース
10013055,モニタリング,DECO*27,kbNdx0yqbZE,DECO*27 - モニタリング feat. 初音ミク,98997333,1116260,18572,1.13,1.15,2024-11-22T10:00:08Z,2025/01/05,"[""ボカロ""]",かんたん：3むずかしい：6げきむず：8,リリース
10013219,馬鹿の一つ覚え,緑黄色社会,oowSgjv49vk,緑黄色社会『馬鹿の一つ覚え』Official Video / Ryokuoushoku Shakai – Bakano Hitotsuoboe,3736373,25100,426,0.67,0.68,2024-11-15T11:01:12Z,2025/03/05,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013284,ひたむきシンデレラ！,CUTIE STREET,AtDErGSpfYQ,【MV】CUTIE STREET「ひたむきシンデレラ！」,21586452,175271,12111,0.81,0.87,2025-01-11T11:00:06Z,2025/03/02,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013187,へんしん！,莉犬,1XZ_t2xtWMk,【MV】へんしん!／莉犬【村井の恋OP】,2536000,56429,6421,2.23,2.48,2024-10-26T07:00:06Z,2025/03/01,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013286,TAIDADA,ずっと真夜中でいいのに。,IeyCdm9WwXM,ずっと真夜中でいいのに。『TAIDADA』MV (ZUTOMAYO - TAIDADA)【ダンダダン MAD】,44642618,270990,3239,0.61,0.61,2024-12-05T12:00:06Z,2025/02/26,"[""アニメ""]",かんたん：2むずかしい：7げきむず：0,リリース
10013289,BOW AND ARROW,米津 玄師,M-Eyhjkepy0,米津玄師 Kenshi Yonezu - BOW AND ARROW,31680023,469194,26621,1.48,1.57,2025-03-05T11:00:07Z,2025/02/24,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013218,マシュマロパンチ,しなこ FEAT. 午前0時のプリンセス,sd4LIb8pm8s,【MV】 マシュマロパンチ‪👊🏻💗 / しなこfeat. 午前0時のプリンセス / あぃりDX,11855108,41353,2456,0.35,0.37,2024-12-25T09:00:07Z,2025/02/22,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10010257,きらり,藤井 風,TcLLpZBWsck,Fujii Kaze - Kirari (Official Video),166110622,1211825,37718,0.73,0.75,2021-05-21T13:00:11Z,2024/11/12,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10012557,プランA,DISH//,l1HeItO98FI,DISH// - プランA [Official Video]｜TVアニメ「逃げ上手の若君」 オープニングテーマ,11330517,74853,2168,0.66,0.68,2024-07-15T12:00:06Z,2024/11/05,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10012592,恥ずかしいか青春は,緑黄色社会,G9KznOYqyOg,緑黄色社会『恥ずかしいか青春は』Official Video / Ryokuoushoku Shakai – Hazukashiika Seishunwa,17397936,106769,2759,0.61,0.63,2024-07-12T09:00:15Z,2024/10/17,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013224,50％,Official髭男dism,Vv2n31gL85I,Official髭男dism - 50% [Official Video],8054000,65884,5134,0.82,0.88,2024-12-21T12:00:26Z,2025/02/23,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013221,僕らはいきものだから,緑黄色社会,h5uP8eqKah8,緑黄色社会『僕らはいきものだから』Official Video / Ryokuoushoku Shakai – Bokurawa Ikimonodakara,3623286,29630,580,0.82,0.83,2024-09-20T09:00:46Z,2025/02/19,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013184,風神,Vaundy,yiU0I0tvt6s,風神 / Vaundy (TBS系金曜ドラマ『ライオンの隠れ家』主題歌) / Vaundy：MUSIC VIDEO,26630342,115078,2037,0.43,0.44,2024-11-01T15:00:08Z,2025/02/15,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013119,WOW,King & Prince,-Vx0Sn16ykA,King &amp; Prince 「WOW」MV,11647279,60264,25483,0.52,0.74,2024-11-13T11:30:06Z,2025/02/09,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013217,New me,YOASOBI,HRlW6yZo6Kc,YOASOBI「New me」Official Music Video,5762409,115603,1778,2.01,2.04,2024-11-30T13:00:06Z,2025/02/12,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10013156,AWAKE,星街すいせい,UYEZL13MUFk,AWAKE / 星街すいせい(official),7923642,0,4881,0.0,0.06,2024-11-14T12:00:06Z,2025/02/16,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013185,ねっこ,King Gnu,jz8O2t2r8Gs,King Gnu - ねっこ,22476347,149154,8154,0.66,0.7,2024-12-01T13:00:07Z,2025/02/05,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013152,Got Boost？,FANTASTICS from EXILE TRIBE,auKBDWu9eAA,【Music Video】Got Boost？(Artist Only Ver.) / FANTASTICS,10156389,57468,23147,0.57,0.79,2024-10-23T11:00:24Z,2025/02/02,"[""アニメ"", ""キッズ""]",かんたん：2むずかしい：6げきむず：0,リリース
10013089,トワイライト,B小町,rUMpI3RKvJ8,B小町「トワイライト」Official Music Video,3299132,52281,2161,1.58,1.65,2024-11-04T03:00:47Z,2025/02/08,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013155,こんなあたしはいかがですか,超ときめき♡宣伝部,9x-EEsp9MwI,超ときめき♡宣伝部 / 「こんなあたしはいかがですか」Music Video,2912127,24294,1766,0.83,0.89,2024-10-18T13:00:06Z,2025/02/01,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013123,一旦ステイ　TONIGHT,不破湊,xbHcDKJ1vpA,【MV】一旦ステイ TONIGHT / 不破湊,20500740,249079,6981,1.21,1.25,2024-11-30T10:00:06Z,2025/01/25,"[""ポップス""]",かんたん：4むずかしい：6げきむず：0,リリース
10013122,朝、月面も笑っている,DISH//,LFG_iqpGMss,DISH// - 朝、月面も笑っている [Official Video]｜フジテレビ系「めざましテレビ」テーマソング,3054338,16575,760,0.54,0.57,2024-06-18T12:00:06Z,2025/01/29,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013092,ロミオとシンデレラ,doriko,9HrOqmiEsN8,ロミオとシンデレラ  - doriko feat.初音ミク【official MV】,7930900,98629,1605,1.24,1.26,2023-06-10T06:30:02Z,2025/01/26,"[""ボカロ""]",かんたん：2むずかしい：7げきむず：0,リリース
10013085,もういいよ,こっちのけんと,svbfMJJk_90,もういいよ / こっちのけんと MV,29494487,322565,11272,1.09,1.13,2024-10-14T13:00:06Z,2025/01/18,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10012959,歯ラ歯ラ,しなこ,GTnMIACX6TM,【MV】歯ラ歯ラ🦷🪥✨,17712570,56045,2913,0.32,0.33,2024-10-18T09:00:24Z,2024/12/30,"[""ポップス""]",かんたん：3むずかしい：7げきむず：0,リリース
10012889,パイパイ仮面でどうかしらん？,宝鐘マリン,hv2vo94FOF4,【original anime MV】パイパイ仮面でどうかしらん？【hololive/宝鐘マリン】,17750176,289529,9920,1.63,1.69,2024-09-15T13:00:07Z,2025/01/12,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013087,我ら完全無敵のアイドル!!,B小町,s9-RcVcxeAQ,B小町「我ら完全無敵のアイドル!!」ライブパフォーマンス映像,7147709,83188,3601,1.16,1.21,2024-10-18T09:01:02Z,2025/01/19,"[""ポップス""]",かんたん：2むずかしい：7げきむず：9,リリース
10012823,CHANGE,新しい学校のリーダーズ,d3v0QqZlCes,ATARASHII GAKKO! - Change (Official Music Video),1970368,48261,1148,2.45,2.51,2024-08-21T11:00:43Z,2025/01/22,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10013090,Same Blue,Official髭男dism,A7cp6OVa0Qc,Official髭男dism - Same Blue [Official Video],24456204,171562,11243,0.7,0.75,2024-10-01T15:00:27Z,2025/01/15,"[""アニメ""]",かんたん：2むずかしい：6げきむず：0,リリース
10012826,ドーナツホール,ハチ,y7fu_nNQAEQ,"ハチ - ドーナツホール 2024 , HACHI - DONUT HOLE 2024",28411786,555114,16666,1.95,2.01,2024-09-30T01:00:33Z,2025/01/11,"[""ボカロ""]",かんたん：3むずかしい：6げきむず：8,リリース
10012856,許婚っきゅん,ano,kcdSjvUBrDA,ano「許婚っきゅん」Music Video,8545552,100540,2646,1.18,1.21,2024-10-11T10:00:07Z,2024/12/27,"[""アニメ""]",かんたん：3むずかしい：6げきむず：8,リリース
10013088,HAPPY≒FUTURE,深澤 恵梨香,1RhvfazCkMc,【HAPPY≒FUTURE - 深澤 恵梨香『わんだふるぷりきゅあ！ざ・むーびー！』主題歌】ピアノで弾いてみた｜メロディ #HAPPY≒FUTURE #深澤 恵梨香 #メロディ #ピアノ,189,2,0,1.06,1.06,2025-01-07T07:02:48Z,2025/01/04,"[""アニメ""]",かんたん：2むずかしい：5げきむず：0,リリース
10013052,月曜日戦争,吉澤 嘉代子,kh3H0M9bKo8,吉澤嘉代子「月曜日戦争」MUSIC VIDEO,3789884,85669,871,2.26,2.28,2017-05-12T03:30:00Z,2025/01/08,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10012887,Only One Story,ZEROBASEONE,7CmLWmUC49A,ZEROBASEONE (제로베이스원) &#39;Only One Story&#39; @2024 ZEROBASEONE THE FIRST TOUR [𝐓𝐈𝐌𝐄𝐋𝐄𝐒𝐒 𝐖𝐎𝐑𝐋𝐃] IN JAPAN,2676823,34209,916,1.28,1.31,2024-12-25T08:00:05Z,2025/01/03,"[""アニメ""]",かんたん：2むずかしい：5げきむず：0,リリース
10013019,モノトーン,YOASOBI,sJ-2X3rHtXw,YOASOBI「モノトーン」Official Music Video,4652368,72758,1720,1.56,1.6,2024-10-01T11:00:33Z,2024/12/28,"[""アニメ""]",かんたん：3むずかしい：6げきむず：0,リリース
10012955,恋うらら,AMPTAKxCOLORS,7sYWi7_gBsI,【MV】恋うらら／AMPTAKxCOLORS【アンプタック】,934033,14908,1920,1.6,1.8,2024-01-28T14:16:10Z,2025/01/01,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10012920,チャンカパーナ,NEWS,Ou1UG_PC43Q,NEWS – チャンカパーナ [Official Music Video],28070263,251378,9092,0.9,0.93,2024-10-09T12:15:02Z,2024/12/31,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10013020,ネバーランド,DECO*27,48Csilkjev0,DECO*27 - ネバーランド feat. 初音ミク,4427092,103374,2480,2.34,2.39,2024-10-18T10:00:07Z,2025/01/02,"[""ボカロ""]",かんたん：3むずかしい：7げきむず：9,リリース
20010089,ハッピーウェディング前ソング,ヤバイTシャツ屋さん,lVIHyj9qVy0,ヤバイTシャツ屋さん - 「ハッピーウェディング前ソング」Music Video,41845331,276797,10014,0.66,0.69,2017-09-14T09:05:05Z,2024/12/29,"[""ポップス""]",かんたん：2むずかしい：7げきむず：0,リリース
10013086,テトリス,柊マグネタイト,Soy4jGPHr3g,テトリス / 重音テトSV,103023528,881256,23438,0.86,0.88,2024-11-08T13:09:06Z,2024/12/26,"[""ボカロ""]",かんたん：2むずかしい：6げきむず：8,リリース
10012922,幽霊船戦,宝鐘マリン,QfGuQELt1Tk,【original anime MV】幽霊船戦【hololive/宝鐘マリン】,16975891,365887,16526,2.16,2.25,2024-07-30T12:00:07Z,2024/12/22,"[""ポップス""]",かんたん：3むずかしい：6げきむず：0,リリース
10012953,すないぱー。,『ユイカ』,nvQN56D8RYo,すないぱー。 / 『ユイカ』【MV】,15324772,147310,4934,0.96,0.99,2024-05-04T12:00:06Z,2024/12/24,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10012891,死ぬまでダーリン,HoneyWorks,1GguL5dZd3M,死ぬまでダーリン feat. 望月あかり（CV：阿澄佳奈）／HoneyWorks,2314599,56185,1604,2.43,2.5,2024-05-31T11:30:01Z,2024/12/25,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10012892,WATCH ME,天乃 リリサ・橘 美花莉,whQ9VcK0pIA,Watch Me,12354359,102229,0,0.83,0.83,2024-07-31T10:01:54Z,2024/12/19,"[""アニメ""]",かんたん：3むずかしい：6げきむず：0,リリース
10012693,ぶんぶぶんぶぶん,AMPTAKxCOLORS,1DaaXdx37So,【MV】ぶんぶぶんぶぶん／AMPTAKxCOLORS【アンプタック】,2525094,30778,3052,1.22,1.34,2023-10-01T14:41:26Z,2024/12/21,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10012957,六等星,ざらめ,5Y-2neQjQLw,六等星,3370158,23036,185,0.68,0.69,2024-07-18T15:04:18Z,2024/12/17,"[""アニメ""]",かんたん：1むずかしい：5げきむず：0,リリース
20010082,とーちゃんの足ってなんでクサイの？,竹下☆ぱらだいす,OvLHBXodc78,【MV】とーちゃんの足ってなんでクサイの？feat.しんのすけ＆ひろし/竹下☆ぱらだいす,14697959,35039,1452,0.24,0.25,2024-04-08T10:00:08Z,2024/12/14,"[""キッズ""]",かんたん：3むずかしい：5げきむず：0,リリース
10012694,㋰責任集合体,マサラダ,c5_0NPftdlY,㋰責任集合体／重音テトSV,25113557,346139,7514,1.38,1.41,2024-05-10T18:03:32Z,2024/12/15,"[""ボカロ""]",かんたん：2むずかしい：6げきむず：0,リリース
10012661,ミッション!健・康・第・イチ,赤血球(CV:花澤香菜)・白血球(CV:前野智昭),oUvD1aGDycM,ミッション！ 健・康・第・イチ,550276,4786,0,0.87,0.87,2025-02-25T15:03:40Z,2024/12/12,"[""アニメ""]",かんたん：3むずかしい：6げきむず：0,リリース
10012493,きゅるりんしてみて,きゅるりんってしてみて,sMX2Kqq4h6s,きゅるりんってしてみて「きゅるりんしてみて」本人たちが踊ってみた,6217967,45088,698,0.73,0.74,2023-11-22T13:00:08Z,2024/12/10,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
20010088,はりーはりーらぶ,すとぷり,6gdbrAFwGCk,【MV】はりーはりーらぶっ／すとぷり,17254367,218050,692,1.26,1.27,2019-04-28T11:30:00Z,2024/12/08,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10012626,EDEN,Knight A -騎士A-,LmJDJn5L38Y,【MV】EDEN／Knight A - 騎士A -,2614285,58720,4854,2.25,2.43,2024-03-26T12:00:07Z,2024/12/05,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
10012858,オトノケ,Creepy Nuts,tRwHpyOq4P4,Creepy Nuts - オトノケ(Otonoke) 【Official MV】 [Dandadan OP],89872297,1091467,23351,1.21,1.24,2024-10-17T15:00:06Z,2024/12/01,"[""アニメ""]",かんたん：3むずかしい：7げきむず：9,リリース
10012658,らぶきゅん♡うぉんてっど,きゅるりんってしてみて,28HBkyA56Cw,「らぶきゅん♡うぉんてっど」MV/きゅるりんってしてみて,5517969,50679,782,0.92,0.93,2024-03-22T12:00:07Z,2024/12/03,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10010726,おかえり,Tani Yuuki,0ZsP6MVjFIo,おかえり - Tani Yuuki【MV】,38329824,272358,6708,0.71,0.73,2022-11-09T11:00:11Z,2024/11/28,"[""ポップス""]",かんたん：2むずかしい：6げきむず：0,リリース
10010505,＃あくあ色ぱれっと,湊あくあ,6bnaBnd4kyU,【original】#あくあ色ぱれっと【ホロライブ/湊あくあ】,34343979,432789,36255,1.26,1.37,2020-12-01T12:00:13Z,2024/11/30,"[""ポップス""]",かんたん：2むずかしい：5げきむず：0,リリース
10012326,誰我為,TK from 凛として時雨,AbY-IVN4WcE,TK from 凛として時雨 『誰我為』 Music Video（TVアニメ「僕のヒーローアカデミア」7期オープニング主題歌）,4854764,55588,1673,1.15,1.18,2024-05-11T12:00:06Z,2024/11/26,"[""ポップス""]",かんたん：1むずかしい：5げきむず：0,リリース
